value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.005347386933863163,0.10817220062017441,0.20302359759807587,-0.026170305907726288,0.9814780354499817,-0.0700768232345581,0.08217085152864456,-0.16376395523548126,1.645735281385896e-08,0.2008500099182129,0
0.18872693181037903,-28.617977142333984,-0.7350696325302124,-37.35392379760742,0.7739849090576172,-29.28972625732422,-0.12436744570732117,-37.95656204223633,92.29925537109375,0.029600605368614197,10000
0.24922868609428406,-30.10272216796875,1.8825243711471558,-47.033973693847656,0.7692731022834778,-30.755962371826172,1.0978491306304932,-46.9796142578125,113.01593780517578,0.026664257049560547,20000
0.2950069308280945,-31.421226501464844,-0.18112726509571075,-46.889652252197266,1.0264365673065186,-31.647621154785156,-0.04438722878694534,-47.6861686706543,218.7789764404297,0.018403375521302223,30000
0.3375037908554077,-30.250194549560547,1.3203035593032837,-46.951290130615234,0.9328036308288574,-30.957998275756836,0.5888449549674988,-47.106101989746094,88.23109436035156,0.022407537326216698,40000
0.7474687695503235,-31.046770095825195,0.49780240654945374,-47.74153518676758,0.8265490531921387,-31.687528610229492,0.3280627429485321,-47.820613861083984,93.30331420898438,0.019461899995803833,50000
0.3228848874568939,-32.67436981201172,0.5412175059318542,-47.35223388671875,0.5398143529891968,-32.8843994140625,-0.0048418790102005005,-47.64730453491211,123.66493225097656,0.026153717190027237,60000
0.5102989077568054,-31.464832305908203,1.1868950128555298,-47.39277267456055,0.8409112095832825,-31.885374069213867,0.7677571177482605,-47.75707244873047,204.4591064453125,0.02782433107495308,70000
0.2844485640525818,-31.54229164123535,0.6213362216949463,-47.97270584106445,0.6585286855697632,-32.048484802246094,0.33541083335876465,-48.047996520996094,106.63448333740234,0.031019339337944984,80000
0.7268490791320801,-32.92112731933594,0.05306514352560043,-47.97111511230469,0.483379602432251,-33.73200988769531,0.16378511488437653,-48.57915496826172,41.564762115478516,0.029673239216208458,90000
0.5295988321304321,-32.26726531982422,0.5474412441253662,-47.83695983886719,0.556328296661377,-33.05817794799805,0.39233240485191345,-48.32862091064453,75.22950744628906,0.02897915057837963,100000
0.8043242692947388,-32.55867004394531,0.46571478247642517,-47.55051040649414,1.043666124343872,-33.2036247253418,0.2891496419906616,-47.56437301635742,218.21041870117188,0.03094567358493805,110000
0.5385661125183105,-32.7225227355957,0.18048618733882904,-48.00177764892578,1.015730619430542,-33.267913818359375,0.22261935472488403,-48.18547058105469,114.71484375,0.033250320702791214,120000
0.4845500886440277,-33.37173843383789,0.06807317584753036,-48.33431625366211,0.44221997261047363,-33.86211395263672,0.05842362344264984,-48.738182067871094,146.38565063476562,0.02675560489296913,130000
0.6304645538330078,-32.520164489746094,0.42407333850860596,-48.09745407104492,0.3863467574119568,-33.27122116088867,0.16879096627235413,-48.47983932495117,48.751014709472656,0.024724258109927177,140000
0.6272521018981934,-33.33539581298828,0.2994866967201233,-48.17838668823242,0.5187843441963196,-34.105628967285156,0.20080150663852692,-48.92597198486328,52.196922302246094,0.02700679376721382,150000
0.45433858036994934,-33.373985290527344,0.4733330309391022,-48.764564514160156,1.1128406524658203,-33.81584548950195,0.49096983671188354,-48.589698791503906,116.14723205566406,0.03186566382646561,160000
0.6815775632858276,-31.738004684448242,0.2695608139038086,-48.018821716308594,1.039641261100769,-32.401092529296875,0.18157172203063965,-48.49933624267578,183.97451782226562,0.024952353909611702,170000
